Time,50BTC.com,AntPool,BTC Guild,BTC.TOP,BTCC Pool,BW.COM,BitFury,Eligius,F2Pool,KnCMiner,SlushPool,Unknown,ViaBTC,ghash.io,others
2017-03-14 00:00:00 UTC,,6.17E+17,,3.20E+17,2.97E+17,3.43E+17,4.12E+17,,4.12E+17,,1.83E+17,4.57E+16,2.29E+17,,7.09E+17
2017-03-15 00:00:00 UTC,,6.90E+17,,2.53E+17,2.53E+17,2.53E+17,2.30E+17,2.30E+16,3.68E+17,,2.53E+17,2.30E+16,1.61E+17,,7.59E+17
2017-03-16 00:00:00 UTC,,5.03E+17,,9.15E+16,3.20E+17,2.97E+17,2.52E+17,,4.80E+17,,1.83E+17,1.60E+17,1.83E+17,,1.03E+18
2017-03-17 00:00:00 UTC,,4.89E+17,,1.40E+17,2.09E+17,2.09E+17,4.42E+17,,4.89E+17,,2.79E+17,1.16E+17,1.86E+17,,1.02E+18
2017-03-18 00:00:00 UTC,,6.64E+17,,3.32E+17,1.90E+17,3.56E+17,5.21E+17,,4.74E+17,,1.66E+17,7.11E+16,2.37E+17,,7.11E+17
2017-03-19 00:00:00 UTC,,9.43E+17,,1.41E+17,1.41E+17,2.12E+17,4.72E+17,,4.95E+17,,2.59E+17,4.72E+16,2.83E+17,,8.96E+17
2017-03-20 00:00:00 UTC,,4.97E+17,,2.13E+17,3.79E+17,1.66E+17,2.60E+17,,2.60E+17,,1.66E+17,9.47E+16,1.89E+17,,9.94E+17
2017-03-21 00:00:00 UTC,,6.17E+17,,2.61E+17,1.42E+17,9.48E+16,2.85E+17,,4.27E+17,,3.56E+17,7.11E+16,3.32E+17,,7.83E+17
2017-03-22 00:00:00 UTC,,4.96E+17,,1.65E+17,3.07E+17,2.60E+17,4.96E+17,,3.78E+17,,2.60E+17,1.65E+17,1.89E+17,,1.04E+18
2017-03-23 00:00:00 UTC,,5.22E+17,,2.37E+17,1.90E+17,1.19E+17,4.51E+17,,2.85E+17,,2.61E+17,9.49E+16,2.37E+17,,1.11E+18
2017-03-24 00:00:00 UTC,,8.01E+17,,1.41E+17,3.30E+17,2.12E+17,4.71E+17,,4.95E+17,,1.41E+17,2.12E+17,2.36E+17,,1.11E+18
2017-03-25 00:00:00 UTC,,5.29E+17,,7.21E+16,2.88E+17,1.20E+17,4.81E+17,,2.88E+17,,2.40E+17,2.16E+17,1.68E+17,,7.93E+17
2017-03-26 00:00:00 UTC,,6.27E+17,,3.25E+17,3.02E+17,1.86E+17,4.18E+17,,5.34E+17,,1.86E+17,9.29E+16,2.32E+17,,9.52E+17
2017-03-27 00:00:00 UTC,,4.26E+17,,2.13E+17,2.13E+17,1.42E+17,2.13E+17,,3.79E+17,,2.60E+17,2.37E+16,3.31E+17,,9.23E+17
2017-03-28 00:00:00 UTC,,4.97E+17,,2.37E+17,1.42E+17,1.42E+17,4.26E+17,,5.44E+17,,2.60E+17,2.84E+17,2.13E+17,,9.23E+17
2017-03-29 00:00:00 UTC,,4.50E+17,,3.32E+17,1.42E+17,1.42E+17,3.32E+17,,3.32E+17,,2.13E+17,2.13E+17,2.37E+17,,8.76E+17
2017-03-30 00:00:00 UTC,,5.41E+17,,1.97E+17,2.21E+17,1.97E+17,3.69E+17,,4.68E+17,,4.68E+17,9.84E+16,2.46E+17,,1.23E+18
2017-03-31 00:00:00 UTC,,4.36E+17,,2.67E+17,3.15E+17,2.18E+17,4.12E+17,,3.64E+17,,2.91E+17,1.45E+17,7.27E+16,,7.52E+17
2017-04-01 00:00:00 UTC,,5.20E+17,,1.98E+17,1.24E+17,2.23E+17,3.71E+17,,4.95E+17,,2.72E+17,1.73E+17,1.24E+17,,7.68E+17
2017-04-02 00:00:00 UTC,,5.74E+17,,3.00E+17,4.49E+17,2.75E+17,4.24E+17,,5.74E+17,,1.50E+17,9.99E+16,2.25E+17,,8.74E+17
2017-04-03 00:00:00 UTC,,7.47E+17,,4.23E+17,4.23E+17,1.74E+17,2.99E+17,,3.73E+17,,9.96E+16,4.23E+17,2.24E+17,,1.19E+18
2017-04-04 00:00:00 UTC,,4.43E+17,,2.22E+17,2.96E+17,7.39E+16,3.69E+17,,4.93E+17,,9.85E+16,1.72E+17,1.48E+17,,7.64E+17
2017-04-05 00:00:00 UTC,,6.72E+17,,3.24E+17,3.24E+17,2.49E+17,5.72E+17,,2.74E+17,,2.49E+17,2.74E+17,2.49E+17,,8.46E+17
2017-04-06 00:00:00 UTC,,6.23E+17,,3.49E+17,3.49E+17,2.49E+17,3.49E+17,,1.99E+17,,2.24E+17,1.25E+17,1.50E+17,,1.05E+18
2017-04-07 00:00:00 UTC,,6.42E+17,,2.72E+17,4.20E+17,2.22E+17,3.70E+17,,4.69E+17,,2.22E+17,9.88E+16,9.88E+16,,1.19E+18
2017-04-08 00:00:00 UTC,,5.65E+17,,2.31E+17,4.11E+17,2.31E+17,5.39E+17,,3.34E+17,,1.80E+17,2.31E+17,5.14E+16,,7.45E+17
2017-04-09 00:00:00 UTC,,6.26E+17,,1.93E+17,4.09E+17,1.69E+17,4.57E+17,,6.98E+17,,2.17E+17,1.44E+17,2.41E+16,,8.91E+17
2017-04-10 00:00:00 UTC,,8.18E+17,,3.22E+17,2.98E+17,1.49E+17,3.47E+17,,5.21E+17,,2.23E+17,7.44E+16,9.92E+16,,7.93E+17
2017-04-11 00:00:00 UTC,,5.98E+17,,2.24E+17,3.74E+17,2.74E+17,5.48E+17,,2.99E+17,,2.74E+17,1.99E+17,2.49E+17,,1.12E+18
2017-04-12 00:00:00 UTC,,6.00E+17,,1.75E+17,3.50E+17,1.25E+17,4.25E+17,,4.75E+17,,2.25E+17,1.50E+17,1.75E+17,,8.49E+17
2017-04-13 00:00:00 UTC,,5.47E+17,,3.39E+17,2.87E+17,1.30E+17,3.91E+17,,3.13E+17,,2.34E+17,2.87E+17,2.61E+16,,7.55E+17
2017-04-14 00:00:00 UTC,,6.36E+17,,2.54E+17,3.05E+17,1.02E+17,3.05E+17,,2.03E+17,,1.53E+17,2.29E+17,2.29E+17,,1.12E+18
2017-04-15 00:00:00 UTC,,5.99E+17,,5.21E+17,2.60E+17,1.56E+17,3.91E+17,,4.95E+17,,3.13E+17,1.30E+17,7.81E+16,,9.64E+17
2017-04-16 00:00:00 UTC,,4.14E+17,,3.62E+17,3.10E+17,2.07E+17,4.65E+17,,3.36E+17,,2.07E+17,3.10E+17,1.03E+17,,1.06E+18
2017-04-17 00:00:00 UTC,,6.23E+17,,2.33E+17,3.11E+17,2.59E+17,2.85E+17,,3.63E+17,,2.08E+17,2.08E+17,1.82E+17,,9.08E+17
2017-04-18 00:00:00 UTC,,5.65E+17,,3.85E+17,3.85E+17,1.54E+17,4.11E+17,,4.62E+17,,2.31E+17,1.28E+17,5.14E+16,,9.76E+17
2017-04-19 00:00:00 UTC,,6.27E+17,,2.87E+17,4.44E+17,2.61E+17,1.83E+17,,4.18E+17,,2.09E+17,2.61E+17,1.04E+17,,9.40E+17
2017-04-20 00:00:00 UTC,,6.78E+17,,3.91E+17,1.82E+17,1.82E+17,3.91E+17,,3.65E+17,,1.82E+17,1.56E+17,5.21E+16,,1.02E+18
2017-04-21 00:00:00 UTC,,8.42E+17,,4.59E+17,4.59E+17,7.65E+16,2.04E+17,,4.08E+17,,3.83E+17,2.04E+17,1.79E+17,,1.05E+18
2017-04-22 00:00:00 UTC,,7.26E+17,,2.33E+17,3.37E+17,1.82E+17,3.37E+17,,3.63E+17,,2.08E+17,1.30E+17,1.56E+17,,1.09E+18
2017-04-23 00:00:00 UTC,,6.48E+17,,4.15E+17,2.33E+17,2.07E+17,2.85E+17,,4.66E+17,,2.59E+17,1.81E+17,2.85E+17,,9.85E+17
2017-04-24 00:00:00 UTC,,4.15E+17,,1.81E+17,2.85E+17,2.33E+17,4.15E+17,,2.59E+17,,1.04E+17,7.77E+16,1.30E+17,,1.11E+18
2017-04-25 00:00:00 UTC,,6.72E+17,,5.17E+17,2.58E+17,1.55E+17,3.62E+17,,3.88E+17,,2.58E+17,1.55E+17,2.33E+17,,8.27E+17
2017-04-26 00:00:00 UTC,,5.94E+17,,3.88E+17,2.33E+17,2.33E+17,4.13E+17,,3.62E+17,,1.29E+17,4.39E+17,2.07E+17,,9.56E+17
2017-04-27 00:00:00 UTC,,5.20E+17,,3.12E+17,4.68E+17,1.04E+17,3.90E+17,,5.20E+17,,2.60E+17,4.94E+17,7.80E+16,,6.76E+17
2017-04-28 00:00:00 UTC,,5.45E+17,,2.60E+17,4.93E+17,1.82E+17,2.60E+17,,4.41E+17,,1.56E+17,3.11E+17,2.60E+17,,6.23E+17
2017-04-29 00:00:00 UTC,,8.08E+17,,3.39E+17,2.87E+17,3.39E+17,3.65E+17,,3.91E+17,,2.61E+17,6.26E+17,3.39E+17,,7.56E+17
2017-04-30 00:00:00 UTC,,8.01E+17,,4.13E+17,4.39E+17,1.55E+17,4.91E+17,,2.58E+17,,2.58E+17,3.36E+17,1.03E+17,,6.46E+17
2017-05-01 00:00:00 UTC,,4.44E+17,,3.13E+17,3.65E+17,2.87E+17,2.61E+17,2.61E+16,5.22E+17,,2.35E+17,4.96E+17,1.57E+17,,8.09E+17
2017-05-02 00:00:00 UTC,,5.96E+17,,3.37E+17,3.63E+17,2.85E+17,4.41E+17,,4.67E+17,,1.81E+17,3.89E+17,2.33E+17,,8.03E+17
2017-05-03 00:00:00 UTC,,4.39E+17,,2.84E+17,4.65E+17,2.58E+17,2.58E+17,2.58E+16,3.87E+17,,1.81E+17,1.81E+17,2.58E+17,,6.71E+17
2017-05-04 00:00:00 UTC,,7.26E+17,,5.70E+17,2.85E+17,1.82E+17,3.37E+17,,5.19E+17,,2.07E+17,4.67E+17,7.78E+16,,9.85E+17
2017-05-05 00:00:00 UTC,,5.18E+17,,3.62E+17,3.88E+17,1.81E+17,3.88E+17,,3.11E+17,,1.04E+17,1.81E+17,3.11E+17,,5.95E+17
2017-05-06 00:00:00 UTC,,6.83E+17,,3.41E+17,4.20E+17,2.89E+17,3.41E+17,,4.99E+17,,1.84E+17,4.46E+17,2.36E+17,,9.72E+17
2017-05-07 00:00:00 UTC,,6.43E+17,,3.34E+17,4.63E+17,1.03E+17,3.60E+17,,4.63E+17,,2.83E+17,5.66E+17,3.34E+17,,7.45E+17
2017-05-08 00:00:00 UTC,,1.18E+18,,2.62E+17,4.45E+17,1.31E+17,3.93E+17,,3.14E+17,,2.88E+17,5.76E+17,3.67E+17,,7.59E+17
2017-05-09 00:00:00 UTC,,8.00E+17,,5.16E+17,1.03E+17,2.58E+17,1.81E+17,,2.84E+17,,1.29E+17,5.16E+17,3.87E+17,,8.26E+17
2017-05-10 00:00:00 UTC,,7.51E+17,,4.17E+17,2.78E+17,3.06E+17,3.89E+17,,3.06E+17,,1.11E+17,4.73E+17,3.62E+17,,7.23E+17
2017-05-11 00:00:00 UTC,,7.15E+17,,3.85E+17,1.10E+17,2.20E+17,3.85E+17,,2.20E+17,,3.30E+17,5.77E+17,1.92E+17,,5.77E+17
2017-05-12 00:00:00 UTC,,5.87E+17,,3.63E+17,3.63E+17,2.24E+17,4.47E+17,,5.03E+17,,1.12E+17,6.98E+17,2.51E+17,,7.54E+17
2017-05-13 00:00:00 UTC,,7.75E+17,,4.43E+17,2.49E+17,1.66E+17,4.98E+17,,5.53E+17,,4.15E+17,4.43E+17,1.94E+17,,6.36E+17
2017-05-14 00:00:00 UTC,,6.51E+17,,5.66E+17,3.39E+17,3.11E+17,3.39E+17,,5.66E+17,,1.70E+17,4.81E+17,1.13E+17,,1.10E+18
2017-05-15 00:00:00 UTC,,9.06E+17,,4.94E+17,4.39E+17,1.92E+17,4.39E+17,,2.20E+17,,2.75E+17,3.29E+17,2.47E+17,,1.13E+18
2017-05-16 00:00:00 UTC,,5.37E+17,,2.55E+17,3.68E+17,1.13E+17,2.55E+17,,2.55E+17,,3.39E+17,4.81E+17,1.41E+17,,9.90E+17
2017-05-17 00:00:00 UTC,,7.11E+17,,3.55E+17,2.73E+17,2.46E+17,4.65E+17,2.73E+16,4.38E+17,,1.64E+17,4.92E+17,2.46E+17,,8.20E+17
2017-05-18 00:00:00 UTC,,4.77E+17,,4.21E+17,3.37E+17,2.81E+17,5.05E+17,,4.21E+17,,2.53E+17,3.37E+17,2.53E+17,,7.01E+17
2017-05-19 00:00:00 UTC,,9.39E+17,,2.49E+17,4.14E+17,5.52E+16,6.08E+17,,4.70E+17,,1.66E+17,3.31E+17,2.49E+17,,1.05E+18
2017-05-20 00:00:00 UTC,,7.52E+17,,3.34E+17,5.02E+17,1.67E+17,4.46E+17,,5.57E+17,,3.34E+17,4.74E+17,1.67E+17,,8.64E+17
2017-05-21 00:00:00 UTC,,8.12E+17,,5.04E+17,1.96E+17,1.96E+17,2.80E+17,,3.08E+17,,1.40E+17,6.16E+17,3.08E+17,,7.56E+17
2017-05-22 00:00:00 UTC,,6.43E+17,,4.20E+17,3.92E+17,1.68E+17,2.52E+17,,3.92E+17,,1.68E+17,5.59E+17,3.08E+17,,7.83E+17
2017-05-23 00:00:00 UTC,,8.05E+17,,4.89E+17,4.31E+17,2.01E+17,3.16E+17,,4.03E+17,,2.01E+17,8.05E+17,4.03E+17,,7.76E+17
2017-05-24 00:00:00 UTC,,7.74E+17,,2.98E+17,6.25E+17,2.08E+17,1.79E+17,,6.25E+17,,1.19E+17,6.55E+17,2.68E+17,,8.33E+17
2017-05-25 00:00:00 UTC,,8.83E+17,,6.18E+17,5.00E+17,1.47E+17,3.24E+17,,2.94E+17,,3.24E+17,4.42E+17,1.47E+17,,1.12E+18
2017-05-26 00:00:00 UTC,,8.16E+17,,5.14E+17,2.72E+17,1.21E+17,3.33E+17,,4.84E+17,,2.12E+17,9.07E+17,1.21E+17,,8.47E+17
2017-05-27 00:00:00 UTC,,6.10E+17,,5.81E+17,5.22E+17,3.19E+17,2.90E+17,,6.10E+17,,2.61E+17,7.84E+17,1.45E+17,,7.55E+17
2017-05-28 00:00:00 UTC,,7.12E+17,,5.64E+17,3.56E+17,2.97E+17,2.67E+17,,4.75E+17,,3.26E+17,7.72E+17,2.08E+17,,9.20E+17
2017-05-29 00:00:00 UTC,,7.39E+17,,5.91E+17,2.96E+17,1.77E+17,2.66E+17,,2.96E+17,,2.37E+17,8.87E+17,1.77E+17,,7.98E+17
2017-05-30 00:00:00 UTC,,7.70E+17,,7.11E+17,3.26E+17,1.78E+17,6.22E+17,,2.96E+17,,2.96E+17,4.74E+17,1.78E+17,,1.45E+18
2017-05-31 00:00:00 UTC,,9.21E+17,,5.64E+17,4.16E+17,1.19E+17,4.45E+17,,4.45E+17,,2.08E+17,7.13E+17,2.38E+17,,8.02E+17
2017-06-01 00:00:00 UTC,,1.07E+18,,5.64E+17,6.24E+17,1.78E+17,3.27E+17,,5.64E+17,,1.19E+17,5.94E+17,1.78E+17,,8.32E+17
2017-06-02 00:00:00 UTC,,6.29E+17,,5.99E+17,3.89E+17,1.20E+17,3.00E+17,,5.39E+17,,1.50E+17,5.69E+17,2.40E+17,,8.39E+17
2017-06-03 00:00:00 UTC,,9.70E+17,,8.82E+17,3.23E+17,2.06E+17,4.12E+17,,5.59E+17,,3.82E+17,6.76E+17,3.23E+17,,9.12E+17
2017-06-04 00:00:00 UTC,,8.09E+17,,7.78E+17,3.73E+17,2.80E+17,2.18E+17,,4.98E+17,,2.49E+17,5.91E+17,3.42E+17,,8.71E+17
2017-06-05 00:00:00 UTC,,9.12E+17,,5.07E+17,4.73E+17,2.70E+17,6.08E+17,,2.70E+17,,3.38E+17,7.77E+17,1.69E+17,,1.22E+18
2017-06-06 00:00:00 UTC,,1.04E+18,,6.06E+17,1.68E+17,3.03E+17,3.03E+17,,4.72E+17,,2.36E+17,8.76E+17,1.68E+17,,9.09E+17
2017-06-07 00:00:00 UTC,,9.06E+17,,7.05E+17,5.04E+17,1.68E+17,3.69E+17,,5.71E+17,,2.69E+17,8.06E+17,2.35E+17,,1.01E+18
2017-06-08 00:00:00 UTC,,9.51E+17,,7.81E+17,3.73E+17,2.04E+17,5.43E+17,,3.40E+17,,3.06E+17,7.47E+17,3.40E+17,,1.02E+18
2017-06-09 00:00:00 UTC,,9.05E+17,,7.38E+17,3.35E+17,2.35E+17,2.35E+17,,3.69E+17,,2.68E+17,5.70E+17,2.01E+17,,1.21E+18
2017-06-10 00:00:00 UTC,,5.76E+17,,5.76E+17,2.37E+17,1.36E+17,3.39E+17,,4.41E+17,,2.03E+17,7.12E+17,3.39E+17,,1.22E+18
2017-06-11 00:00:00 UTC,,6.77E+17,,6.77E+17,3.04E+17,2.37E+17,5.07E+17,,4.74E+17,,2.71E+17,8.46E+17,6.77E+16,,8.80E+17
2017-06-12 00:00:00 UTC,,9.51E+17,,5.44E+17,3.74E+17,3.40E+17,2.72E+17,,4.76E+17,,4.08E+17,4.76E+17,2.04E+17,,9.51E+17
2017-06-13 00:00:00 UTC,,8.37E+17,,7.70E+17,4.35E+17,2.68E+17,2.34E+17,,4.69E+17,,1.00E+17,7.03E+17,3.35E+17,,5.69E+17
2017-06-14 00:00:00 UTC,,7.75E+17,,6.74E+17,3.03E+17,2.02E+17,1.69E+17,,4.04E+17,,3.03E+17,6.40E+17,3.71E+17,,8.76E+17
2017-06-15 00:00:00 UTC,,9.74E+17,,5.04E+17,4.70E+17,1.68E+17,2.35E+17,,4.37E+17,,2.01E+17,8.06E+17,2.35E+17,,1.11E+18
2017-06-16 00:00:00 UTC,,8.82E+17,,9.16E+17,8.15E+17,1.70E+17,2.04E+17,,1.70E+17,,1.36E+17,6.79E+17,2.38E+17,,8.15E+17
2017-06-17 00:00:00 UTC,,9.21E+17,,6.14E+17,2.73E+17,2.39E+17,2.05E+17,,5.80E+17,,2.73E+17,6.82E+17,2.05E+17,,9.55E+17
2017-06-18 00:00:00 UTC,,4.53E+17,,5.92E+17,4.18E+17,3.49E+17,3.49E+17,,4.18E+17,,1.39E+17,9.41E+17,3.14E+17,,1.08E+18
2017-06-19 00:00:00 UTC,,9.21E+17,,8.51E+17,4.96E+17,2.84E+17,2.48E+17,,3.19E+17,,2.48E+17,6.03E+17,3.90E+17,,9.92E+17
2017-06-20 00:00:00 UTC,,8.88E+17,,7.82E+17,3.55E+17,1.07E+17,7.11E+16,,3.91E+17,,2.13E+17,9.24E+17,2.13E+17,,9.60E+17
2017-06-21 00:00:00 UTC,,1.02E+18,,7.75E+17,1.76E+17,1.76E+17,1.41E+17,,3.87E+17,,2.46E+17,6.34E+17,1.06E+17,,1.27E+18
2017-06-22 00:00:00 UTC,,8.83E+17,,6.71E+17,2.83E+17,3.18E+17,1.06E+17,,6.71E+17,,1.77E+17,5.65E+17,2.12E+17,,1.02E+18
2017-06-23 00:00:00 UTC,,9.42E+17,,9.06E+17,5.07E+17,2.17E+17,7.24E+16,,5.43E+17,,4.35E+17,8.69E+17,2.17E+17,,1.09E+18
2017-06-24 00:00:00 UTC,,7.62E+17,,8.31E+17,2.08E+17,3.81E+17,2.42E+17,,6.92E+17,,2.08E+17,9.00E+17,1.38E+17,,6.92E+17
2017-06-25 00:00:00 UTC,,5.30E+17,,6.71E+17,3.53E+17,2.47E+17,2.12E+17,,3.89E+17,,3.53E+17,6.36E+17,2.47E+17,,6.71E+17
2017-06-26 00:00:00 UTC,,7.82E+17,,6.75E+17,4.26E+17,1.07E+17,1.42E+17,,5.33E+17,,1.78E+17,1.07E+18,2.13E+17,,9.24E+17
2017-06-27 00:00:00 UTC,,7.77E+17,,7.42E+17,2.83E+17,2.47E+17,1.06E+17,,7.07E+17,,2.83E+17,4.24E+17,3.18E+17,,7.42E+17
2017-06-28 00:00:00 UTC,,8.16E+17,,1.17E+18,3.55E+17,1.42E+17,3.55E+17,,6.03E+17,,1.77E+17,7.80E+17,2.48E+17,,9.22E+17
2017-06-29 00:00:00 UTC,,8.44E+17,,6.33E+17,2.46E+17,2.11E+17,1.06E+17,,5.98E+17,,2.81E+17,6.33E+17,1.41E+17,,5.28E+17
2017-06-30 00:00:00 UTC,,8.85E+17,,7.44E+17,4.25E+17,3.54E+17,2.48E+17,,6.73E+17,,2.12E+17,8.50E+17,1.42E+17,,9.21E+17
2017-07-01 00:00:00 UTC,,1.14E+18,,7.47E+17,4.27E+17,2.85E+17,1.78E+17,,4.27E+17,,2.49E+17,1.07E+18,1.42E+17,,1.17E+18
2017-07-02 00:00:00 UTC,,1.02E+18,,7.75E+17,3.52E+17,4.58E+17,2.82E+17,,9.87E+17,,2.82E+17,8.81E+17,2.11E+17,,1.37E+18
2017-07-03 00:00:00 UTC,,1.54E+18,,8.77E+17,5.96E+17,2.81E+17,1.40E+17,,4.91E+17,,2.10E+17,6.31E+17,1.75E+17,,1.02E+18
2017-07-04 00:00:00 UTC,,9.61E+17,,7.83E+17,3.20E+17,2.85E+17,1.42E+17,,4.98E+17,,2.85E+17,9.26E+17,2.49E+17,,9.97E+17
2017-07-05 00:00:00 UTC,,8.03E+17,,6.29E+17,5.24E+17,2.79E+17,3.49E+17,,4.54E+17,,3.84E+17,7.68E+17,3.14E+17,,6.99E+17
2017-07-06 00:00:00 UTC,,8.13E+17,,6.36E+17,2.12E+17,3.53E+17,2.83E+17,,3.18E+17,,2.47E+17,6.36E+17,2.83E+17,,1.24E+18
2017-07-07 00:00:00 UTC,,9.36E+17,,7.20E+17,6.12E+17,4.68E+17,2.52E+17,,2.52E+17,,3.60E+17,5.76E+17,2.16E+17,,9.36E+17
2017-07-08 00:00:00 UTC,,1.10E+18,,5.52E+17,4.83E+17,3.80E+17,2.76E+17,,4.14E+17,,3.11E+17,1.04E+18,2.07E+17,,9.32E+17
2017-07-09 00:00:00 UTC,,7.71E+17,,7.71E+17,2.80E+17,1.75E+17,1.05E+17,,4.20E+17,,2.10E+17,6.31E+17,3.15E+17,,1.16E+18
2017-07-10 00:00:00 UTC,,1.69E+18,,9.18E+17,3.53E+17,2.47E+17,2.47E+17,,8.47E+17,,4.24E+17,7.41E+17,2.82E+17,,1.20E+18
2017-07-11 00:00:00 UTC,,1.53E+18,,1.03E+18,4.28E+17,1.07E+17,1.78E+17,,6.77E+17,,3.56E+17,5.70E+17,4.28E+17,,8.55E+17
2017-07-12 00:00:00 UTC,,1.01E+18,,7.00E+17,6.65E+17,3.85E+17,1.40E+17,,6.30E+17,,4.55E+17,8.40E+17,2.45E+17,,1.12E+18
2017-07-13 00:00:00 UTC,,1.41E+18,,7.03E+17,3.51E+17,3.87E+17,1.76E+17,,4.22E+17,,1.05E+17,4.22E+17,4.92E+17,,1.05E+18
2017-07-14 00:00:00 UTC,,1.09E+18,,7.55E+17,3.77E+17,2.26E+17,3.77E+16,,2.64E+17,,3.02E+17,7.92E+17,3.40E+17,,1.06E+18
2017-07-15 00:00:00 UTC,,1.41E+18,,4.44E+17,3.23E+17,3.23E+17,1.21E+17,,2.83E+17,,4.04E+17,5.65E+17,2.83E+17,,9.69E+17
2017-07-16 00:00:00 UTC,,1.12E+18,,9.17E+17,6.38E+17,4.79E+17,2.79E+17,,6.38E+17,,2.79E+17,7.98E+17,1.99E+17,,1.16E+18
2017-07-17 00:00:00 UTC,,1.67E+18,,7.57E+17,3.59E+17,2.39E+17,2.79E+17,,3.19E+17,,7.97E+16,7.17E+17,2.39E+17,,1.23E+18
2017-07-18 00:00:00 UTC,,1.39E+18,,9.55E+17,4.77E+17,2.79E+17,1.59E+17,,3.58E+17,,1.99E+17,1.15E+18,3.58E+17,,1.23E+18
2017-07-19 00:00:00 UTC,,1.25E+18,,8.05E+17,5.23E+17,2.01E+17,8.05E+16,,6.04E+17,,1.61E+17,9.26E+17,2.42E+17,,1.21E+18
2017-07-20 00:00:00 UTC,,1.83E+18,,6.77E+17,5.57E+17,1.59E+17,1.19E+17,,2.39E+17,,7.96E+16,9.95E+17,3.98E+17,,1.39E+18
2017-07-21 00:00:00 UTC,,1.32E+18,,6.82E+17,4.01E+17,2.41E+17,2.00E+17,,4.41E+17,,2.00E+17,9.62E+17,3.61E+17,,1.36E+18
2017-07-22 00:00:00 UTC,,1.44E+18,,5.98E+17,5.19E+17,3.99E+17,1.20E+17,,4.79E+17,,3.19E+17,7.18E+17,2.39E+17,,1.56E+18
2017-07-23 00:00:00 UTC,,1.93E+18,,9.67E+17,4.83E+17,4.43E+17,4.03E+16,,2.82E+17,,8.06E+16,8.86E+17,2.82E+17,,1.53E+18
2017-07-24 00:00:00 UTC,,1.67E+18,,7.57E+17,5.97E+17,3.19E+17,1.99E+17,,4.38E+17,,1.99E+17,6.37E+17,4.38E+17,,1.83E+18
2017-07-25 00:00:00 UTC,,1.12E+18,,9.23E+17,5.22E+17,1.20E+17,2.41E+17,,6.02E+17,,8.03E+16,6.82E+17,1.20E+17,,1.53E+18
2017-07-26 00:00:00 UTC,,9.95E+17,,9.55E+17,3.98E+17,3.18E+17,7.96E+16,,4.78E+17,,3.18E+17,4.38E+17,3.58E+17,,1.51E+18
2017-07-27 00:00:00 UTC,,1.47E+18,,6.70E+17,5.02E+17,2.51E+17,2.93E+17,,4.61E+17,,3.35E+17,6.70E+17,2.93E+17,,1.51E+18
2017-07-28 00:00:00 UTC,,1.27E+18,,6.78E+17,2.12E+17,2.96E+17,2.96E+17,,5.51E+17,,2.96E+17,8.05E+17,6.78E+17,,1.27E+18
2017-07-29 00:00:00 UTC,,1.59E+18,,7.71E+17,5.57E+17,1.29E+17,2.57E+17,,1.29E+17,,2.57E+17,8.57E+17,5.14E+17,,1.67E+18
2017-07-30 00:00:00 UTC,,1.29E+18,,6.44E+17,4.30E+17,2.58E+17,4.30E+17,,2.15E+17,,1.29E+17,1.03E+18,3.01E+17,,1.59E+18
2017-07-31 00:00:00 UTC,,1.19E+18,,5.95E+17,6.38E+17,3.40E+17,3.83E+17,,8.93E+17,,2.55E+17,6.38E+17,1.28E+17,,1.11E+18
2017-08-01 00:00:00 UTC,,1.38E+18,,7.35E+17,2.16E+17,1.73E+17,4.75E+17,,6.05E+17,,1.73E+17,9.94E+17,4.75E+17,,1.21E+18
2017-08-02 00:00:00 UTC,,1.14E+18,,9.73E+17,5.50E+17,3.81E+17,8.47E+16,,5.50E+17,,2.96E+17,6.77E+17,2.12E+17,,1.57E+18
2017-08-03 00:00:00 UTC,,9.46E+17,,4.73E+17,3.44E+17,1.72E+17,1.29E+17,,5.59E+17,,2.15E+17,9.89E+17,3.87E+17,,1.72E+18
2017-08-04 00:00:00 UTC,,1.90E+18,,5.20E+17,3.46E+17,5.20E+17,2.60E+17,,6.06E+17,,4.33E+17,9.96E+17,3.90E+17,,1.77E+18
2017-08-05 00:00:00 UTC,,1.82E+18,,9.29E+17,4.64E+17,2.11E+17,2.11E+17,,4.64E+17,,3.80E+17,1.18E+18,3.38E+17,,1.48E+18
2017-08-06 00:00:00 UTC,,1.33E+18,,6.45E+17,4.30E+17,2.58E+17,2.58E+17,,5.59E+17,,1.72E+17,5.59E+17,2.15E+17,,1.59E+18
2017-08-07 00:00:00 UTC,,9.54E+17,,6.94E+17,5.64E+17,3.04E+17,8.68E+16,,3.90E+17,,5.21E+17,9.98E+17,4.77E+17,,1.65E+18
2017-08-08 00:00:00 UTC,,1.29E+18,,8.34E+17,3.33E+17,2.92E+17,3.33E+17,,5.42E+17,,2.92E+17,8.34E+17,1.25E+17,,1.96E+18
2017-08-09 00:00:00 UTC,,1.50E+18,,9.26E+17,3.53E+17,2.21E+17,3.09E+17,,5.73E+17,,3.09E+17,5.73E+17,1.76E+17,,1.15E+18
2017-08-10 00:00:00 UTC,,1.29E+18,,8.28E+17,2.76E+17,2.30E+17,3.68E+17,,4.14E+17,,1.84E+17,7.36E+17,4.60E+16,,1.79E+18
